,x
18922,SP1
18923,AMHR2
18924,PRR13
18925,PCBP2
18926,MAP3K12
18927,RP11-793H13.11
18928,TARBP2
18929,RP11-793H13.10
18930,ATF7
18931,RP11-793H13.3
18932,ATP5G2
18933,CALCOCO1
18934,CISTR
18935,RP11-686F15.2
18936,HOXC12
18937,HOTAIR
18938,HOXC4
18939,FLJ12825
18940,RP11-834C11.5
18941,SMUG1
18942,RP11-834C11.4
18943,RP11-834C11.15
18944,RP11-834C11.8
18945,CBX5
18946,RP11-968A15.2
18947,HNRNPA1
18948,NFE2
18949,COPZ1
18950,RP11-753H16.3
18951,GPR84
18952,ZNF385A
18953,ITGA5
18954,GTSF1
18955,NCKAP1L
18956,PDE1B
18957,PPP1R1A
18958,LACRT
18959,DCD
18960,RP11-850F7.7
18961,MUCL1
18962,TESPA1
18963,RP11-616L12.1
18964,NEUROD4
18965,OR6C76
18966,RP11-110A12.2
18967,RP11-644F5.16
18968,METTL7B
18969,ITGA7
18970,RP11-644F5.10
18971,RDH5
18972,CD63
18973,RP11-644F5.11
18974,GDF11
18975,SARNP
18976,RP11-762I7.5
18977,ORMDL2
18978,DNAJC14
18979,MMP19
18980,PYM1
18981,DGKA
18982,PMEL
18983,CDK2
18984,RAB5B
18985,SUOX
18986,IKZF4
18987,RP11-603J24.21
18988,RP11-603J24.4
18989,RPS26
18990,ERBB3
18991,RP11-603J24.9
18992,PA2G4
18993,RP11-603J24.17
18994,RPL41
18995,ZC3H10
18996,ESYT1
18997,RP11-603J24.6
18998,RP11-603J24.5
18999,RP11-603J24.14
19000,MYL6B
19001,MYL6
19002,SMARCC2
19003,RNF41
19004,NABP2
19005,SLC39A5
19006,ANKRD52
19007,COQ10A
19008,RP11-977G19.14
19009,CS
19010,RP11-977G19.10
19011,RP11-977G19.11
19012,CNPY2
19013,PAN2
19014,IL23A
19015,STAT2
19016,APOF
19017,RP11-121C6.5
19018,TIMELESS
19019,MIP
19020,SPRYD4
19021,GLS2
19022,RBMS2
19023,BAZ2A
19024,ATP5B
19025,PTGES3
19026,NACA
19027,PRIM1
19028,HSD17B6
19029,SDR9C7
19030,RDH16
19031,GPR182
19032,ZBTB39
19033,TAC3
19034,MYO1A
19035,NEMP1
19036,NAB2
19037,STAT6
19038,LRP1
19039,LRP1-AS
19040,NXPH4
19041,SHMT2
19042,RP11-123K3.9
19043,NDUFA4L2
19044,STAC3
19045,RP11-123K3.4
19046,R3HDM2
19047,RP11-756H6.1
19048,INHBC
19049,INHBE
19050,GLI1
19051,ARHGAP9
19052,MARS
19053,DDIT3
19054,MBD6
19055,DCTN2
19056,KIF5A
19057,PIP4K2C
19058,DTX3
19059,ARHGEF25
19060,AC025165.8
19061,SLC26A10
19062,B4GALNT1
19063,OS9
19064,RP11-571M6.7
19065,AGAP2
19066,AGAP2-AS1
19067,TSPAN31
19068,CDK4
19069,MARCH9
19070,CYP27B1
19071,METTL1
19072,METTL21B
19073,TSFM
19074,AVIL
19075,RP11-571M6.18
19076,CTDSP2
19077,RP11-620J15.1
19078,RP11-620J15.2
19079,RP11-620J15.4
19080,RP11-620J15.3
19081,XRCC6BP1
19082,RP11-58A17.4
19083,RP11-362K2.2
19084,RP11-767I20.1
19085,LRIG3
19086,RP11-150C16.1
19087,RP11-272B17.1
19088,RP11-272B17.2
19089,SLC16A7
19090,RP11-316A16.1
19091,FAM19A2
19092,USP15
19093,MON2
19094,RP11-863H1.1
19095,LINC01465
19096,RP11-631N16.2
19097,PPM1H
19098,RP11-848D3.5
19099,AVPR1A
19100,RP11-1022B3.1
19101,DPY19L2
19102,RP11-415I12.3
19103,TMEM5
19104,TMEM5-AS1
19105,SRGAP1
19106,RP11-196H14.2
19107,RP11-196H14.4
19108,RP11-196H14.3
19109,C12orf66
19110,C12orf56
19111,XPOT
19112,RP11-114F3.4
19113,TBK1
19114,RP11-439H13.2
19115,RP11-338E21.1
19116,RASSF3
19117,RP11-338E21.3
19118,GNS
19119,RP11-629N8.3
19120,TBC1D30
19121,RP11-766N7.3
19122,RP11-766N7.4
19123,RP11-168J19.2
19124,WIF1
19125,LEMD3
19126,MSRB3
19127,RP11-230G5.2
19128,RP11-221N13.3
19129,RP11-221N13.4
19130,HMGA2
19131,RP11-366L20.2
19132,RP11-366L20.3
19133,RP11-366L20.4
19134,LLPH
19135,RP11-745O10.4
19136,LLPH-AS1
19137,TMBIM4
19138,IRAK3
19139,RP11-335I12.2
19140,HELB
19141,GRIP1
19142,RP11-123O10.4
19143,RP11-123O10.3
19144,CAND1
19145,RP11-542B15.1
19146,RP11-335O4.1
19147,DYRK2
19148,RP11-335O4.3
19149,RP11-43N5.1
19150,LINC01479
19151,IFNG-AS1
19152,IFNG
19153,IL26
19154,IL22
19155,MDM1
19156,RP11-81H14.2
19157,RP11-71J4.2
19158,RAP1B
19159,RP11-637A17.2
19160,NUP107
19161,SLC35E3
19162,MDM2
19163,RP11-611O2.5
19164,CPM
19165,RP11-324P9.1
19166,CPSF6
19167,RP11-1143G9.5
19168,LYZ
19169,RP11-1143G9.4
19170,YEATS4
19171,RP11-956E11.1
19172,FRS2
19173,CCT2
19174,LRRC10
19175,BEST3
19176,RP11-588G21.2
19177,RAB3IP
19178,AC025263.3
19179,MYRFL
19180,LINC01481
19181,RP11-320P7.2
19182,CNOT2
19183,AC092881.1
19184,KCNMB4
19185,RP11-588H23.3
19186,PTPRB
19187,RP11-785D18.3
19188,PTPRR
19189,CTD-2021H9.1
19190,CTD-2021H9.2
19191,CTD-2021H9.3
19192,TSPAN8
19193,LGR5
19194,RP11-186F10.2
19195,ZFC3H1
19196,THAP2
19197,RP11-293I14.2
19198,TMEM19
19199,RAB21
19200,RP11-2H8.2
19201,TBC1D15
19202,TPH2
19203,RP11-89M22.3
19204,TRHDE
19205,RP11-12K6.2
19206,RP11-314D7.2
19207,RP11-314D7.3
19208,RP11-295G12.1
19209,RP11-711C17.1
19210,RP11-711C17.2
19211,RP11-81H3.2
19212,ATXN7L3B
19213,RP11-56G10.2
19214,RP11-81K13.1
19215,KCNC2
19216,RP11-560G2.1
19217,CAPS2
19218,GLIPR1L1
19219,GLIPR1L2
19220,GLIPR1
19221,RP11-585P4.5
19222,KRR1
19223,RP11-114H23.1
19224,RP11-290L1.5
19225,PHLDA1
19226,RP11-290L1.3
19227,RP11-290L1.2
19228,NAP1L1
19229,RP11-54A9.1
19230,BBS10
19231,OSBPL8
19232,RP11-20E24.1
19233,ZDHHC17
19234,CSRP2
19235,RP11-461F16.3
19236,E2F7
19237,RP1-81P11.1
19238,RP1-34H18.1
19239,RP11-781A6.1
19240,NAV3
19241,RP11-136F16.1
19242,RP11-38F22.1
19243,RP11-754N21.1
19244,RP11-90C1.1
19245,RP11-171L9.1
19246,RP11-123M21.1
19247,SYT1
19248,RP11-390N6.1
19249,RP1-78O14.1
19250,RP11-359M6.1
19251,PAWR
19252,RP11-530C5.1
19253,PPP1R12A
19254,RP11-530C5.2
19255,RP11-84G21.1
19256,OTOGL
19257,PTPRQ
19258,RP11-272K23.3
19259,MYF6
19260,LINC01490
19261,LIN7A
19262,ACSS3
19263,RP11-543H12.1
19264,PPFIA2
19265,RP11-121G22.3
19266,RP11-315E17.1
19267,RP11-362A1.1
19268,CCDC59
19269,METTL25
19270,RP11-263K4.5
19271,RP11-263K4.3
19272,TMTC2
19273,RP11-87P13.2
19274,RP11-788H18.1
19275,SLC6A15
19276,TSPAN19
19277,LRRIQ1
19278,RP11-193M21.1
19279,ALX1
19280,RP11-408B11.2
19281,RASSF9
19282,NTS
19283,MGAT4C
19284,RP11-18J9.3
19285,RP11-202H2.1
19286,RP11-248E9.5
19287,RP11-248E9.6
19288,C12orf50
19289,C12orf29
19290,CEP290
19291,TMTC3
19292,KITLG
19293,RP11-900F13.3
19294,RP11-900F13.2
19295,RP11-13A1.1
19296,RP11-13A1.3
19297,DUSP6
19298,RP11-823E8.3
19299,RP11-1109F11.3
19300,RP11-1109F11.5
19301,POC1B
19302,POC1B-GALNT4
19303,RP11-734K2.4
19304,RP11-981P6.1
19305,ATP2B1
19306,LINC00936
19307,RP11-654D12.2
19308,RP11-567C2.1
19309,RP11-753N8.1
19310,RP11-632B21.1
19311,RP11-20L19.1
19312,CCER1
19313,LINC00615
19314,EPYC
19315,KERA
19316,LUM
19317,DCN
19318,RP11-693J15.6
19319,RP11-587P21.3
19320,BTG1
19321,RP11-796E2.4
19322,RP11-756G20.1
19323,CLLU1OS
19324,RP11-693J15.4
19325,RP11-693J15.5
19326,PLEKHG7
19327,EEA1
19328,RP11-511B23.1
19329,RP11-511B23.2
19330,RP11-202G11.2
19331,RP11-511B23.3
19332,RP11-486A14.2
19333,NUDT4
19334,UBE2N
19335,MRPL42
19336,SOCS2
19337,CRADD
19338,RP11-887P2.5
19339,RP11-1060G2.1
19340,RP11-1060G2.2
19341,PLXNC1
19342,RP11-74K11.2
19343,RP11-1105G2.4
19344,RP11-1105G2.3
19345,CEP83
19346,CEP83-AS1
19347,RP11-778J16.3
19348,TMCC3
19349,NDUFA12
19350,NR2C1
19351,FGD6
19352,VEZT
19353,RP11-167N24.6
19354,RP11-167N24.5
19355,RP11-167N24.4
19356,METAP2
19357,USP44
19358,NTN4
19359,RP11-536G4.2
19360,RP11-536G4.1
19361,SNRPF
19362,CCDC38
19363,AMDHD1
19364,HAL
19365,RP11-256L6.3
19366,LTA4H
19367,RP11-256L6.2
19368,ELK3
19369,RP11-394J1.2
19370,CDK17
19371,RP11-510I5.4
19372,CFAP54
19373,NEDD1
19374,RP11-541G9.1
19375,RP11-541G9.2
19376,RP11-690J15.1
19377,RP11-181C3.1
19378,TMPO-AS1
19379,TMPO
19380,SLC25A3
19381,IKBIP
19382,APAF1
19383,ANKS1B
19384,RP11-473C19.1
19385,RP11-406H4.1
19386,FAM71C
19387,UHRF1BP1L
19388,RP11-175P13.2
19389,ACTR6
19390,DEPDC4
19391,SCYL2
19392,SLC17A8
19393,NR1H4
19394,GAS2L3
19395,ANO4
19396,RP11-263E1.1
19397,RP11-350G24.1
19398,SLC5A8
19399,UTP20
19400,ARL1
19401,RP11-321F8.4
19402,SPIC
19403,MYBPC1
19404,RP11-755O11.2
19405,RP11-285E23.2
19406,CHPT1
19407,SYCP3
19408,GNPTAB
19409,DRAM1
19410,RP11-512N21.3
19411,RP11-554E23.2
19412,CCDC53
19413,RP11-554E23.4
19414,NUP37
19415,PARPBP
19416,PMCH
19417,RP11-210L7.3
19418,IGF1
19419,LINC00485
19420,PAH
19421,ASCL1
19422,RP11-328J6.1
19423,RP11-552I14.1
19424,C12orf42
19425,RP11-626I20.3
19426,STAB2
19427,RP11-341G23.2
19428,RP11-341G23.4
19429,NT5DC3
19430,RP11-650K20.2
19431,RP11-650K20.3
19432,HSP90B1
19433,C12orf73
19434,TDG
19435,GLT8D2
19436,HCFC2
19437,NFYB
19438,RP11-818F20.4
19439,TXNRD1
19440,RP11-818F20.5
19441,CHST11
19442,SLC41A2
19443,C12orf45
19444,ALDH1L2
19445,RP11-61E11.1
19446,RP11-61E11.2
19447,KIAA1033
19448,APPL2
19449,C12orf75
19450,RP11-474B16.1
19451,CASC18
19452,RP11-114F10.2
19453,NUAK1
19454,RP11-114F10.3
19455,CKAP4
19456,RP11-651L5.3
19457,TCP11L2
19458,POLR3B
19459,RP11-144F15.1
19460,RFX4
19461,RIC8B
19462,RP11-412D9.4
19463,TMEM263
19464,MTERF2
19465,CRY1
19466,RP11-797M17.1
19467,BTBD11
19468,RP11-128P10.1
19469,PWP1
19470,PRDM4
19471,RP11-864J10.4
19472,ASCL4
19473,RP11-554D14.7
19474,RP11-554D14.8
19475,RP11-554D14.6
19476,WSCD2
19477,CMKLR1
19478,LINC01498
19479,FICD
19480,SART3
19481,ISCU
19482,TMEM119
19483,SELPLG
19484,RP11-689B22.2
19485,CORO1C
19486,SSH1
19487,DAO
19488,SVOP
19489,USP30
19490,USP30-AS1
19491,ALKBH2
19492,UNG
19493,ACACB
19494,FOXN4
19495,MYO1H
19496,LINC01486
19497,RP11-256L11.3
19498,KCTD10
19499,UBE3B
19500,MMAB
19501,MVK
19502,FAM222A
19503,FAM222A-AS1
19504,TRPV4
19505,GLTP
19506,RP1-7G5.6
19507,TCHP
19508,GIT2
19509,ANKRD13A
19510,C12orf76
19511,IFT81
19512,ATP2A2
19513,ANAPC7
19514,ARPC3
19515,GPN3
19516,FAM216A
19517,VPS29
19518,RAD9B
19519,PPTC7
19520,TCTN1
19521,HVCN1
19522,PPP1CC
19523,RP1-74B13.2
19524,CCDC63
19525,MYL2
19526,LINC01405
19527,RP1-46F2.3
19528,CUX2
19529,FAM109A
19530,RP3-473L9.4
19531,SH2B3
19532,ATXN2
19533,RP11-686G8.2
19534,BRAP
19535,RP11-686G8.5
19536,ACAD10
19537,RP11-162P23.2
19538,ALDH2
19539,MAPKAPK5-AS1
19540,MAPKAPK5
19541,TMEM116
19542,ERP29
19543,RP1-267L14.6
19544,NAA25
19545,RP1-267L14.3
19546,TRAFD1
19547,HECTD4
19548,RP3-521E19.2
19549,RPL6
19550,PTPN11
19551,RPH3A
19552,OAS1
19553,RP1-71H24.1
19554,OAS3
19555,OAS2
19556,DTX1
19557,RASAL1
19558,CFAP73
19559,DDX54
19560,RITA1
19561,RP11-545P7.4
19562,IQCD
19563,TPCN1
19564,SLC8B1
19565,PLBD2
19566,SDS
19567,SDSL
19568,LHX5
19569,LHX5-AS1
19570,LINC01234
19571,RBM19
19572,RP11-780K2.1
19573,RP11-100F15.2
19574,TBX5
19575,TBX3
19576,RP4-601P9.2
19577,RP11-25E2.1
19578,RP11-116D17.2
19579,RP11-116D17.3
19580,RP11-116D17.4
19581,RP11-1028N23.3
19582,RP11-1028N23.4
19583,RP11-110L15.1
19584,RP11-110L15.2
19585,MED13L
19586,RP11-493P1.2
19587,RP11-148B3.2
19588,MAP1LC3B2
19589,RP11-497G19.7
19590,RP11-497G19.3
19591,RP11-497G19.1
19592,RP11-497G19.2
19593,C12orf49
19594,RNFT2
19595,HRK
19596,FBXW8
19597,RP11-240G22.5
19598,RP11-231I16.1
19599,TESC
19600,TESC-AS1
19601,FBXO21
19602,NOS1
19603,RP11-227B21.2
19604,KSR2
19605,RP11-465L8.1
19606,RFC5
19607,RP11-33N14.3
19608,WSB2
19609,RP11-33N14.5
19610,VSIG10
19611,RP11-136L23.2
19612,PEBP1
19613,TAOK3
19614,RP11-131L12.2
19615,SUDS3
19616,RP11-131L12.3
19617,RP11-131L12.4
19618,RP11-121J20.1
19619,RP11-3L23.2
19620,RP11-357K6.1
19621,RP11-357K6.2
19622,RP11-357K6.3
19623,SRRM4
19624,RP11-364C11.2
19625,RP11-64B16.3
19626,HSPB8
19627,RP11-64B16.4
19628,RP11-64B16.5
19629,LINC00934
19630,CCDC60
19631,RP11-768F21.1
19632,TMEM233
19633,PRKAB1
19634,CIT
19635,RP1-127H14.3
19636,AC004813.1
19637,CCDC64
19638,RAB35
19639,RP1-267D11.6
19640,GCN1
19641,RPLP0
19642,PXN-AS1
19643,PXN
19644,RP1-278C19.8
19645,SIRT4
19646,PLA2G1B
19647,MSI1
19648,RP1-166H1.2
19649,COX6A1
19650,AL021546.6
19651,TRIAP1
19652,GATC
19653,SRSF9
19654,DYNLL1
19655,NRAV
19656,RP11-18C24.8
19657,COQ5
19658,RNF10
19659,POP5
19660,RP11-728G15.1
19661,CABP1
19662,MLEC
19663,RP11-173P15.3
19664,RP11-173P15.9
19665,RP11-173P15.10
19666,UNC119B
19667,RP11-173P15.5
19668,ACADS
19669,RP11-173P15.7
19670,SPPL3
19671,HNF1A
19672,C12orf43
19673,OASL
19674,P2RX7
19675,RP11-340F14.6
19676,P2RX4
19677,CAMKK2
19678,ANAPC5
19679,RP11-711D18.2
19680,RNF34
19681,KDM2B
19682,RP13-941N14.1
19683,ORAI1
19684,MORN3
19685,TMEM120B
19686,RHOF
19687,LINC01089
19688,RP11-347I19.8
19689,RP11-347I19.7
19690,SETD1B
19691,HPD
19692,RP11-7M8.2
19693,PSMD9
19694,WDR66
19695,RP11-87C12.5
19696,BCL7A
19697,MLXIP
19698,LRRC43
19699,IL31
19700,B3GNT4
19701,DIABLO
19702,RP11-512M8.5
19703,VPS33A
19704,CLIP1
19705,CLIP1-AS1
19706,ZCCHC8
19707,RP11-15J22.8
19708,RSRC2
19709,KNTC1
19710,RP11-324E6.10
19711,RP11-324E6.6
19712,HCAR2
19713,HCAR1
19714,DENR
19715,CCDC62
19716,HIP1R
19717,VPS37B
19718,RP11-463O12.3
19719,ABCB9
19720,OGFOD2
19721,ARL6IP4
19722,PITPNM2
19723,RP11-197N18.7
19724,MPHOSPH9
19725,C12orf65
19726,RP11-282O18.3
19727,CDK2AP1
19728,RP11-282O18.7
19729,SBNO1
19730,RP13-942N8.1
19731,KMT5A
19732,RILPL2
19733,SNRNP35
19734,RILPL1
19735,RP11-486O12.2
19736,TMED2
19737,DDX55
19738,EIF2B1
19739,GTF2H3
19740,TCTN2
19741,RP11-338K17.8
19742,ATP6V0A2
19743,DNAH10
19744,CCDC92
19745,ZNF664
19746,FAM101A
19747,NCOR2
19748,RP11-83B20.1
19749,SCARB1
19750,UBC
19751,DHX37
19752,BRI3BP
19753,THRIL
19754,AACS
19755,RP11-158L12.5
19756,TMEM132B
19757,LINC00939
19758,RP5-916L7.2
19759,RP3-446N13.5
19760,RP3-446N13.1
19761,RP1-116K23.1
19762,RP4-765H13.1
19763,RP4-809F18.2
19764,RP4-809F18.1
19765,RP5-944M2.1
19766,RP5-944M2.2
19767,RP5-944M2.3
19768,RP11-407A16.3
19769,RP11-407A16.7
19770,LINC00943
19771,LINC00944
19772,RP11-983C2.2
19773,RP11-983C2.3
19774,RP11-575F12.1
19775,RP11-575F12.2
19776,RP11-575F12.3
19777,RP11-955H22.1
19778,RP11-955H22.3
19779,RP11-351O2.1
19780,RP11-526P6.1
19781,RP11-749H20.1
19782,FLJ37505
19783,LINC00507
19784,LINC00508
19785,RP11-349K16.1
19786,RP13-653N12.1
19787,RP13-653N12.2
19788,RP11-417O18.2
19789,TMEM132C
19790,SLC15A4
19791,RP11-21K12.3
19792,GLT1D1
19793,TMEM132D
19794,RP11-669N7.2
19795,RP11-669N7.3
19796,RP11-474D1.4
19797,RP11-474D1.1
19798,RP11-474D1.2
19799,FZD10
19800,RP11-143E21.6
19801,PIWIL1
19802,RIMBP2
19803,RP11-662M24.1
19804,STX2
19805,RP11-989F5.1
19806,RAN
19807,ADGRD1
19808,RP11-76C10.5
19809,RP11-76C10.2
19810,LINC01257
19811,RP11-495K9.3
19812,RP13-507P19.2
19813,RP11-897M7.4
19814,RP11-897M7.1
19815,RP11-495K9.9
19816,RP11-495K9.7
19817,RP11-495K9.6
19818,SFSWAP
19819,RP11-495K9.5
19820,MMP17
19821,RP11-417L19.2
19822,ULK1
19823,RP11-417L19.4
19824,PUS1
19825,EP400
19826,RP13-820C6.2
19827,EP400NL
19828,DDX51
19829,NOC4L
19830,RP13-977J11.9
19831,RP13-977J11.2
19832,RP13-977J11.8
19833,GALNT9
19834,RP13-895J2.2
19835,RP13-895J2.3
19836,RP13-895J2.6
19837,RP13-895J2.7
19838,RP13-714J12.1
19839,RP11-503G7.2
19840,FBRSL1
19841,RP13-554M15.8
19842,LRCOL1
19843,P2RX2
19844,POLE
19845,PXMP2
19846,RP13-672B3.2
19847,PGAM5
19848,ANKLE2
19849,GOLGA3
19850,CHFR
19851,RP11-46H11.12
19852,RP11-46H11.3
19853,ZNF605
19854,ZNF26
19855,RP11-386I8.6
19856,ZNF84
19857,ZNF140
19858,ZNF891
19859,CTD-2140B24.6
19860,ZNF10
19861,CTD-2140B24.4
19862,ZNF268
19863,ANHX
19864,AL356585.2
19865,LINC00349
19866,LINC00387
19867,TUBA3C
19868,RP11-408E5.5
19869,LINC00421
19870,RP11-385E5.5
19871,TPTE2
19872,MPHOSPH8
19873,RP11-523H24.3
19874,PSPC1
19875,ZMYM5
19876,RP11-61K9.2
19877,RP11-61K9.3
19878,ZMYM2
19879,LINC01072
19880,GJA3
19881,GJB2
19882,GJB6
19883,CRYL1
19884,RP11-476H16.1
19885,IFT88
19886,RP11-172H24.4
19887,IL17D
19888,N6AMT2
19889,XPO4
19890,LATS2
19891,LATS2-AS1
19892,SAP18
19893,SKA3
19894,MRPL57
19895,LINC01046
19896,LINC00539
19897,ZDHHC20
19898,MICU2
19899,FGF9
19900,LINC00424
19901,LINC00540
19902,AL354828.1
19903,AL354828.2
19904,LINC00621
19905,RP11-124N19.3
19906,RP11-124N19.4
19907,LINC00362
19908,SGCG
19909,SACS
19910,SACS-AS1
19911,LINC00327
19912,LINC00352
19913,TNFRSF19
19914,MIPEP
19915,C1QTNF9B-AS1
19916,C1QTNF9B
19917,RP11-307N16.6
19918,SPATA13-AS1
19919,C1QTNF9
19920,C1QTNF9-AS1
19921,LINC00566
19922,PARP4
19923,ATP12A
19924,RNF17
19925,CENPJ
19926,PABPC3
19927,AMER2
19928,LINC00463
19929,LINC01053
19930,LINC01076
19931,MTMR6
19932,RP11-271M24.2
19933,NUP58
19934,ATP8A2
19935,SHISA2
19936,RNF6
19937,RP11-380N8.7
19938,CDK8
19939,WASF3
19940,WASF3-AS1
19941,GPR12
19942,USP12
19943,USP12-AS1
19944,USP12-AS2
19945,RP11-428O18.6
19946,RPL21
19947,RASL11A
19948,GTF3A
19949,MTIF3
19950,LNX2
19951,POLR1D
19952,RP11-87C7.3
19953,GSX1
19954,PDX1-AS1
19955,PDX1
19956,ATP5EP2
19957,LINC00543
19958,CDX2
19959,URAD
19960,FLT3
19961,PAN3-AS1
19962,PAN3
19963,FLT1
19964,POMP
19965,SLC46A3
19966,MTUS2
19967,MTUS2-AS2
19968,MTUS2-AS1
19969,SLC7A1
19970,UBL3
19971,LINC00297
19972,LINC00572
19973,LINC00544
19974,LINC00365
19975,LINC00384
19976,KATNAL1
19977,LINC00427
19978,LINC00426
19979,LINC01058
19980,HMGB1
19981,USPL1
19982,ALOX5AP
19983,LINC00398
19984,TEX26-AS1
19985,LINC00545
19986,MEDAG
19987,TEX26
19988,RP11-252M21.6
19989,HSPH1
19990,B3GLCT
19991,RP11-326L9.1
19992,RXFP2
19993,LINC01073
19994,FRY-AS1
19995,FRY
19996,ZAR1L
19997,BRCA2
19998,N4BP2L1
19999,N4BP2L2
20000,PDS5B
20001,RP11-380B4.3
20002,LINC00423
20003,KL
20004,STARD13
20005,RP11-141M1.3
20006,RP11-37L2.1
20007,RP11-179A7.2
20008,RFC3
20009,RP11-16D22.2
20010,LINC00457
20011,RP11-266E6.3
20012,RP11-307O13.1
20013,NBEA
20014,MAB21L1
20015,LINC00445
20016,DCLK1
20017,SOHLH2
20018,CCDC169-SOHLH2
20019,SPG20
20020,SPG20-AS1
20021,CCNA1
20022,SERTM1
20023,RFXAP
20024,SMAD9
20025,ALG5
20026,EXOSC8
20027,SUPT20H
20028,AL138706.2
20029,CSNK1A1L
20030,LINC01048
20031,LINC00547
20032,POSTN
20033,TRPC4
20034,RP11-93G5.1
20035,LINC00571
20036,UFM1
20037,LINC00437
20038,LINC00366
20039,FREM2
20040,FREM2-AS1
20041,STOML3
20042,PROSER1
20043,NHLRC3
20044,RP11-50D16.4
20045,LHFP
20046,COG6
20047,RP11-427J23.1
20048,LINC00332
20049,RP11-172E9.2
20050,LINC00598
20051,FOXO1
20052,MRPS31
20053,SLC25A15
20054,ELF1
20055,WBP4
20056,KBTBD6
20057,RP11-74J13.8
20058,KBTBD7
20059,MTRF1
20060,NAA16
20061,RGCC
20062,VWA8
20063,VWA8-AS1
20064,DGKH
20065,RP11-187A9.3
20066,AKAP11
20067,TNFSF11
20068,FAM216B
20069,LINC01050
20070,EPSTI1
20071,DNAJC15
20072,LINC00400
20073,ENOX1
20074,ENOX1-AS2
20075,ENOX1-AS1
20076,RP11-168P13.1
20077,CCDC122
20078,LACC1
20079,RP11-65B7.2
20080,LINC00284
20081,LINC00390
20082,SMIM2-AS1
20083,SMIM2
20084,RP11-478K15.6
20085,RP11-269C23.5
20086,SERP2
20087,TUSC8
20088,TSC22D1
20089,TSC22D1-AS1
20090,LINC00407
20091,RP11-442J21.2
20092,LINC00330
20093,NUFIP1
20094,RP11-321C24.1
20095,GPALPP1
20096,GTF2F2
20097,KCTD4
20098,TPT1
20099,RP11-290D2.6
20100,TPT1-AS1
20101,SLC25A30
20102,SLC25A30-AS1
20103,COG3
20104,ERICH6B
20105,LINC01055
20106,SPERT
20107,SIAH3
20108,ZC3H13
20109,CPB2-AS1
20110,CPB2
20111,LCP1
20112,LRRC63
20113,LINC00563
20114,KIAA0226L
20115,LINC01198
20116,RP11-189B4.7
20117,LRCH1
20118,ESD
20119,HTR2A
20120,HTR2A-AS1
20121,RP11-279N8.1
20122,LINC00444
20123,LINC00562
20124,SUCLA2
20125,SUCLA2-AS1
20126,NUDT15
20127,RP11-90M2.5
20128,MED4
20129,MED4-AS1
20130,ITM2B
20131,LINC00441
20132,RB1
20133,RP11-305D15.8
20134,LPAR6
20135,RCBTB2
20136,LINC01077
20137,CYSLTR2
20138,RP11-156K23.3
20139,FNDC3A
20140,CDADC1
20141,CAB39L
20142,SETDB2
20143,PHF11
20144,RCBTB1
20145,ARL11
20146,EBPL
20147,KPNA3
20148,RP11-195L15.2
20149,SPRYD7
20150,DLEU2
20151,TRIM13
20152,KCNRG
20153,DLEU1
20154,DLEU1-AS1
20155,DLEU7
20156,DLEU7-AS1
20157,RNASEH2B-AS1
20158,RNASEH2B
20159,LINC00371
20160,FAM124A
20161,SERPINE3
20162,INTS6
20163,INTS6-AS1
20164,WDFY2
20165,DHRS12
20166,RP11-327P2.5
20167,LINC00282
20168,CCDC70
20169,ATP7B
20170,ALG11
20171,UTP14C
20172,NEK5
20173,RP11-248G5.9
20174,NEK3
20175,RP13-444H2.1
20176,THSD1
20177,VPS36
20178,RP11-245D16.4
20179,CKAP2
20180,RP11-78J21.4
20181,HNRNPA1L2
20182,RP11-93H24.3
20183,SUGT1
20184,LECT1
20185,PCDH8
20186,OLFM4
20187,LINC01065
20188,RP11-24H2.3
20189,RP11-384G23.1
20190,LINC00558
20191,LINC00458
20192,RP11-108H9.1
20193,RP11-78L16.1
20194,RP11-415G4.1
20195,PRR20C
20196,PCDH17
20197,RP11-95F22.1
20198,RP11-538C21.2
20199,LINC00374
20200,DIAPH3
20201,DIAPH3-AS1
20202,DIAPH3-AS2
20203,LINC00434
20204,TDRD3
20205,LINC00378
20206,LINC01442
20207,PCDH20
20208,RP11-310K10.1
20209,LINC00358
20210,LINC01075
20211,LINC00459
20212,LINC00448
20213,RP11-527N12.2
20214,LINC00376
20215,LINC00395
20216,RP11-473M10.3
20217,RP11-394A14.2
20218,LINC00355
20219,LINC01052
20220,PCDH9
20221,PCDH9-AS1
20222,PCDH9-AS2
20223,PCDH9-AS3
20224,PCDH9-AS4
20225,LINC00364
20226,LINC00550
20227,RP11-411G9.2
20228,LINC00383
20229,RP11-459J23.1
20230,KLHL1
20231,ATXN8OS
20232,LINC00348
20233,DACH1
20234,MZT1
20235,BORA
20236,DIS3
20237,PIBF1
20238,KLF5
20239,LINC00393
20240,LINC00392
20241,KLF12
20242,LINC00402
20243,RP11-512C24.3
20244,LINC00381
20245,RP11-285E18.2
20246,LINC00347
20247,TBC1D4
20248,COMMD6
20249,UCHL3
20250,LMO7-AS1
20251,LMO7
20252,LMO7DN
20253,LINC00561
20254,LINC01034
20255,KCTD12
20256,AC000403.4
20257,IRG1
20258,CLN5
20259,FBXL3
20260,AC001226.7
20261,MYCBP2
20262,MYCBP2-AS1
20263,SCEL
20264,SCEL-AS1
20265,SLAIN1
20266,EDNRB-AS1
20267,EDNRB
20268,RNF219-AS1
20269,RP11-318G21.4
